domain,city,state,type,org,status,bid_url,platform,checked_date
cityofnauvooil.gov,Nauvoo,IL,City,City of Nauvoo,not_found,,,2026-08-11
washingtonga.gov,Washington,GA,City,City of Washington,not_found,,,2026-08-11
elburn.gov,Elburn,IL,City,Village of Elburn,not_found,,,2026-08-11
nilesil.gov,Niles,IL,City,Village of Niles,not_found,,,2026-08-11
londonmillsil.gov,London Mills,IL,City,Village of London Mills,not_found,,,2026-08-11
citykankakee-il.gov,Kankakee,IL,City,City of Kankakee IL,not_found,,,2026-08-11
villageofmonee.gov,Monee,IL,City,Village Of Monee,not_found,,,2026-08-11
bluemoundil.gov,Blue Mound,IL,City,Village of Blue Mound,not_found,,,2026-08-11
carboncliff.gov,Carbon Cliff,IL,City,Village of Carbon Cliff,not_found,,,2026-08-11
cityofrobertsidaho.gov,Roberts,ID,City,City of Roberts,found,https://cityofrobertsidaho.gov/bid-notices,agency,2026-08-11
winchesterid.gov,WINCHESTER,ID,City,CITY OF WINCHESTER,not_found,,,2026-08-11
milledgevilleil.gov,Milledgeville,IL,City,Village of Milledgeville,not_found,,,2026-08-11
lasalle-il.gov,LaSalle,IL,City,"LaSalle, Illinois",not_found,,,2026-08-11
platotwp.gov,Elgin,IL,City,Plato Township,not_found,,,2026-08-11
mundelein-il.gov,Mundelein,IL,City,Village of Mundelein,not_found,,,2026-08-11
elkgroveil.gov,Elk Grove Village,IL,City,Village of Elk Grove,not_found,,,2026-08-11
fairburyil.gov,Fairbury,IL,City,"City of Fairbury, Illinois",not_found,,,2026-08-11
carlockil.gov,Carlock,IL,City,Village of Carlock,not_found,,,2026-08-11
arrowsmithil.gov,Arrowsmith,IL,City,Village of Arrowsmith,not_found,,,2026-08-11
northbrookil.gov,Northbrook,IL,City,Village of Northbrook,not_found,,,2026-08-11
rivergroveil.gov,River Grove,IL,City,Village of River Grove,found,https://rivergroveil.gov/Bids.aspx,civicplus,2026-08-11
cityofmonmouthil.gov,Monmouth,IL,City,City of Monmouth,not_found,,,2026-08-11
cityofmarionil.gov,Marion,IL,City,City of Marion,not_found,,,2026-08-11
villageoflynwood.gov,Lynwood,IL,City,Village of Lynwood,not_found,,,2026-08-11
oregonil.gov,Oregon,IL,City,City of Oregon,found,https://oregonil.gov/bids,agency,2026-08-11
murphysboro-il.gov,Murphysboro,IL,City,City of Murphysboro,not_found,,,2026-08-11
elaassessor.gov,Lake Zurich,IL,City,Ela Township Assessor,not_found,,,2026-08-11
villageoflenail.gov,Lena,IL,City,Village of Lena,not_found,,,2026-08-11
maywood-il.gov,Maywood,IL,City,Village of Maywood Illinois,found,https://maywood-il.gov/business/bid_opportunities.php,agency,2026-08-11
oswegoil.gov,Oswego,IL,City,Village of Oswego,not_found,,,2026-08-11
oak-brook-il.gov,Oak Brook,IL,City,Village of Oak Brook,not_found,,,2026-08-11
rockfordil.gov,Rockford,IL,City,City of Rockford,found,https://rockfordil.gov/Bids.aspx,civicplus,2026-08-11
kansasillinois.gov,Kansas,IL,City,Village of Kansas,not_found,,,2026-08-11
chi.gov,Chicago,IL,City,City of Chicago,not_found,,,2026-08-11
roundlakeil.gov,Round Lake,IL,City,Village of Round Lake,found,https://roundlakeil.gov/Bids.aspx,civicplus,2026-08-11
mountcarrollil.gov,Mount Carroll,IL,City,City of Mount Carroll,not_found,,,2026-08-11
mattoontownship.gov,Mattoon,IL,City,MATTOON TOWNSHIP OFFICE,not_found,,,2026-08-11
glencoeil.gov,Glencoe,IL,City,Village of Glencoe,found,https://glencoeil.gov/rfp,agency,2026-08-11
skokie.gov,Skokie,IL,City,Village of Skokie,found,https://skokie.gov/Bids.aspx,civicplus,2026-08-11
villageofpalmyrailmacoupin.gov,palmyra,IL,City,village of palmyra,not_found,,,2026-08-11
marineil.gov,Marine,IL,City,Village of Marine,not_found,,,2026-08-11
peotonetownship.gov,Peotone,IL,City,Peotone Township,not_found,,,2026-08-11
sterling-il.gov,Sterling,IL,City,"City of Sterling, Illinois",found,https://sterling-il.gov/Bids.aspx,civicplus,2026-08-11
parkforest-il.gov,Park Forest,IL,City,Village of Park Forest,not_found,,,2026-08-11
pekinil.gov,Pekin,IL,City,City of Pekin,not_found,,,2026-08-11
okawville.gov,OKAWVILLE,IL,City,VILLAGE OF OKAWVILLE,not_found,,,2026-08-11
villageoflongcreekil.gov,Decatur,IL,City,Village of Long Creek,not_found,,,2026-08-11
indianheadpark-il.gov,Indian Head Park,IL,City,Village of Indian Head Park,found,https://indianheadpark-il.gov/Bids.aspx,civicplus,2026-08-11
villageofparkforest-il.gov,Park Forest,IL,City,Village of Park Forest,not_found,,,2026-08-11
villageoflakevilla.gov,Lake Villa,IL,City,"Village of Lake Villa, Illinois",not_found,,,2026-08-11
peoriail.gov,Peoria,IL,City,City of Peoria,not_found,,,2026-08-11
shilohtownshipil.gov,Mount Vernon,IL,City,Shiloh Township,not_found,,,2026-08-11
forsyth-il.gov,Forsyth,IL,City,Village of Forsyth,not_found,,,2026-08-11
villaparkil.gov,Villa Park,IL,City,Village of Villa Park,found,https://villaparkil.gov/Bids.aspx,civicplus,2026-08-11
cityofottawail.gov,Ottawa,IL,City,City of Ottawa,not_found,,,2026-08-11
orlandhillspdil.gov,Orland Hills,IL,City,Orland Hills Police Dept.,not_found,,,2026-08-11
oaklawn-il.gov,Oak Lawn,IL,City,Village of Oak Lawn,found,https://oaklawn-il.gov/government/village_clerk/bid_and_rfp.php,agency,2026-08-11
rockfallsil.gov,Rock Falls,IL,City,City of Rock Falls,not_found,,,2026-08-11
hillside-il.gov,Hillside,IL,City,Village of Hillside,not_found,,,2026-08-11
lexingtonil.gov,Lexington,IL,City,City of Lexington,not_found,,,2026-08-11
hinckleyil.gov,Hinckley,IL,City,Village of Hinckley,not_found,,,2026-08-11
cityofmascoutah.gov,Mascoutah,IL,City,City of Mascoutah,found,https://cityofmascoutah.gov/bids-and-rfps,agency,2026-08-11
galvail.gov,Galva,IL,City,City of Galva,not_found,,,2026-08-11
okawvillepd.gov,Okawville,IL,City,Okawville Police Department,not_found,,,2026-08-11
palatinetownship-il.gov,Palatine,IL,City,Palatine Township,not_found,,,2026-08-11
inverness-il.gov,Inverness,IL,City,Village of Inverness,not_found,,,2026-08-11
wheelingil.gov,Wheeling,IL,City,Village of Wheeling,found,https://wheelingil.gov/Bids.aspx,civicplus,2026-08-11
homewoodil.gov,Homewood,IL,City,Village of Homewood,not_found,,,2026-08-11
sauget.gov,Sauget,IL,City,Village of Sauget,not_found,,,2026-08-11
senecailpd.gov,Seneca,IL,City,Seneca Police Department,not_found,,,2026-08-11
unionia.gov,Union,IA,City,City of Union,not_found,,,2026-08-11
richmondil.gov,Richmond,IL,City,"Village of Richmond, IL",not_found,,,2026-08-11
eastpeoriapdil.gov,Peoria,IL,City,City of East Peoria,not_found,,,2026-08-11
rochestertwpil.gov,Rochester,IL,City,Rochester Township,not_found,,,2026-08-11
wilmette.gov,Wilmette,IL,City,Village of Wilmette,found,https://wilmette.gov/Bids.aspx,civicplus,2026-08-11
riverwoods.gov,Riverwoods,IL,City,Village of Riverwoods,not_found,,,2026-08-11
rocktontownshipil.gov,Rockton,IL,City,Rockton Township,not_found,,,2026-08-11
peruil.gov,Peru,IL,City,City of Peru,not_found,,,2026-08-11
westchester-il.gov,Westchester,IL,City,Village of Westchester,found,https://westchester-il.gov/bids,agency,2026-08-11
lincolnshireil.gov,Lincolnshire,IL,City,Village of Lincolnshire,not_found,,,2026-08-11
poplargrove-il.gov,Poplar Grove,IL,City,Village of Poplar Grove,not_found,,,2026-08-11
schaumburgil.gov,Schaumburg,IL,City,Village of Schaumburg,not_found,,,2026-08-11
senecail.gov,Seneca,IL,City,Village of Seneca,not_found,,,2026-08-11
provisotownship.gov,Hillside,IL,City,Proviso Township,not_found,,,2026-08-11
woodstockil.gov,Woodstock,IL,City,City of Woodstock,found,https://woodstockil.gov/Bids.aspx,civicplus,2026-08-11
waukeganil.gov,Waukegan,IL,City,City of Waukegan,found,https://waukeganil.gov/Bids.aspx,civicplus,2026-08-11
cityofplanoil.gov,Plano,IL,City,City of Plano,not_found,,,2026-08-11
avonindiana.gov,Avon,IN,City,Town of Avon Indiana,found,https://avonindiana.gov/Bids.aspx,civicplus,2026-08-11
seatonville.gov,Seatonville,IL,City,Village of Seatonville,not_found,,,2026-08-11
sheridanil.gov,Sheridan,IL,City,Village of Sheridan,not_found,,,2026-08-11
heyworth-il.gov,Heyworth,IL,City,Village of Heyworth,not_found,,,2026-08-11
joliet.gov,Joliet,IL,City,City of Joliet,not_found,,,2026-08-11
planopoliceil.gov,Plano,IL,City,City of Plano,not_found,,,2026-08-11
pekinpd.gov,Pekin,IL,City,Pekin Police Department,not_found,,,2026-08-11
cityofsavannail.gov,Savanna,IL,City,City of Savanna,not_found,,,2026-08-11
blufftonindiana.gov,Bluffton,IN,City,City of Bluffton Indiana,found,https://blufftonindiana.gov/Bids.aspx,civicplus,2026-08-11
rockislandtownshipil.gov,Rock Island,IL,City,Rock Island Township,not_found,,,2026-08-11
towerlakespoliceil.gov,Tower Lakes,IL,City,Tower Lakes Police Department,not_found,,,2026-08-11
lincolnil.gov,Lincoln,IL,City,City of Lincoln,not_found,,,2026-08-11
ofallonil.gov,O'Fallon,IL,City,"City of O'Fallon, Illinois",not_found,,,2026-08-11
riversideil.gov,Riverside,IL,City,Village of Riverside,not_found,,,2026-08-11
thomasboro.gov,Thomasboro,IL,City,Village of Thomasboro,not_found,,,2026-08-11
roscoeil.gov,Roscoe,IL,City,Village of Roscoe,not_found,,,2026-08-11
quincyil.gov,Quincy,IL,City,City of Quincy,found,https://quincyil.gov/bids,agency,2026-08-11
urbanail.gov,Urbana,IL,City,"City of Urbana, Illinois",not_found,,,2026-08-11
leroyil.gov,Le Roy,IL,City,"City of Le Roy, IL",not_found,,,2026-08-11
germanvalleyil.gov,German Valley,IL,City,Village of German Valley,not_found,,,2026-08-11
oglesbyil.gov,Oglesby,IL,City,City of Oglesby,not_found,,,2026-08-11
tiskilwa.gov,Tiskilwa,IL,City,Village of Tiskilwa,not_found,,,2026-08-11
shannonillinois.gov,Shannon,IL,City,"Village of Shannon, Illinois",not_found,,,2026-08-11
weldonil.gov,Weldon,IL,City,Village of Weldon,not_found,,,2026-08-11
cityofvirginiail.gov,Virginia,IL,City,City of Virginia,not_found,,,2026-08-11
metropolisil.gov,Metropolis,IL,City,City of Metropolis,not_found,,,2026-08-11
gurneeil.gov,Gurnee,IL,City,Village of Gurnee,not_found,,,2026-08-11
palatineil.gov,Palatine,IL,City,Village of Palatine,not_found,,,2026-08-11
rathdrumpolice.gov,Rathdrum,ID,City,Rathdrum Police Department,not_found,,,2026-08-11
claytwp-hamin.gov,Carmel,IN,City,Clay Township of Hamilton County,not_found,,,2026-08-11
winnebagoil.gov,Winnebago,IL,City,Village of Winnebago,not_found,,,2026-08-11
bloomingtonil.gov,Bloomington,IL,City,City of Bloomington,not_found,,,2026-08-11
roundlakebeachil.gov,Round Lake Beach,IL,City,Village of Round Lake Beach,not_found,,,2026-08-11
villageofwestpoint.gov,West Point,IL,City,Village of West Point,not_found,,,2026-08-11
morton-il.gov,Morton,IL,City,"City of Morton, IL",not_found,,,2026-08-11
cityofwooddaleil.gov,Wood Dale,IL,City,City of Wood Dale,not_found,,,2026-08-11
corydon-in.gov,Corydon,IN,City,Town of Corydon,not_found,,,2026-08-11
utica-il.gov,Utica,IL,City,Village of North Utica,not_found,,,2026-08-11
southjacksonville-il.gov,South Jacksonville,IL,City,Village of South Jacksonville,not_found,,,2026-08-11
norridge-il.gov,Norridge,IL,City,Village of Norridge,not_found,,,2026-08-11
naperville.gov,Naperville,IL,City,City of Naperville,not_found,,,2026-08-11
dixonil.gov,Dixon,IL,City,"City of Dixon, IL",not_found,,,2026-08-11
mahomet-il.gov,Mahomet,IL,City,Village of Mahomet,not_found,,,2026-08-11
cdaid.gov,Coeur d'Alene,ID,City,City of Coeur d'Alene,not_found,,,2026-08-11
villageofwarrenil.gov,Warren,IL,City,Village of Warren,not_found,,,2026-08-11
crawfordsville-in.gov,Crawfordsville,IN,City,City of Crawfordsville,not_found,,,2026-08-11
springvalleyil.gov,Spring Valley,IL,City,"City of Spring Valley, Illinois",not_found,,,2026-08-11
havanail.gov,Havana,IL,City,City of Havana,not_found,,,2026-08-11
rockfordtownshipil.gov,Rockford,IL,City,Rockford Township,not_found,,,2026-08-11
williamsfieldil.gov,Williamsfield,IL,City,Village of Williamsfield,not_found,,,2026-08-11
cubaassessoril.gov,Barrington,IL,City,Cuba Township,not_found,,,2026-08-11
attica-in.gov,Attica,IN,City,City of Attica,not_found,,,2026-08-11
williamsvilleil.gov,Williamsville,IL,City,Village of Williamsville,not_found,,,2026-08-11
madison-in.gov,Madison,IN,City,City of Madison,found,https://madison-in.gov/Bids.aspx,civicplus,2026-08-11
desplainesil.gov,Des Plaines,IL,City,City of Des Plaines,not_found,,,2026-08-11
brownsburg.gov,Brownsburg,IN,City,Town of Brownsburg,not_found,,,2026-08-11
wauconda-il.gov,Wauconda,IL,City,Village of Wauconda,not_found,,,2026-08-11
carmelindiana.gov,Carmel,IN,City,City of Carmel,not_found,,,2026-08-11
wilmington-il.gov,Wilmington,IL,City,City of Wilmington,not_found,,,2026-08-11
townofbunkerhillin.gov,Bunker Hill,IN,City,Town of Bunker Hill,not_found,,,2026-08-11
shorewoodil.gov,Shorewood,IL,City,Village of Shorewood,not_found,,,2026-08-11
portagein.gov,Portage,IN,City,City of Portage,found,https://portagein.gov/Bids.aspx,civicplus,2026-08-11
calumettwp-in.gov,Gary,IN,City,Calumet Township Trustee Office,not_found,,,2026-08-11
indianapolis-in.gov,Indianapolis,IN,City,"Information Services Agency, City of Indianapolis/ Marion County",not_found,,,2026-08-11
clintontownship-il.gov,Waterman,IL,City,Clinton Township,not_found,,,2026-08-11
fishersin.gov,Fishers,IN,City,City of Fishers,not_found,,,2026-08-11
burnettsvillein.gov,Burnettsville,IN,City,"Town of Burnettsville, Indiana",not_found,,,2026-08-11
maroaillinois.gov,Maroa,IL,City,City of Maroa,not_found,,,2026-08-11
perrytownship-in.gov,Indianapolis,IN,City,Perry Township,not_found,,,2026-08-11
dupontindiana.gov,Dupont,IN,City,Town of Dupont,not_found,,,2026-08-11
paloshills-il.gov,Palos Hills,IL,City,City of Palos Hills,not_found,,,2026-08-11
garycommoncouncil.gov,46402,IN,City,City of Gary Common Council,not_found,,,2026-08-11
greenwoodtownshipil.gov,Wonder Lake,IL,City,Greenwood Township,not_found,,,2026-08-11
poloil.gov,Polo,IL,City,City of Polo,not_found,,,2026-08-11
victoriawoodsin.gov,Boonville,IN,City,Town of Victoria Woods Indiana,not_found,,,2026-08-11
centerhancockin.gov,Greenfield,IN,City,Center Township Trustee,not_found,,,2026-08-11
claypoolpolice.gov,Claypool,IN,City,Claypool Police Department,not_found,,,2026-08-11
danvillein.gov,Danville,IN,City,Town of Danville,not_found,,,2026-08-11
indy911.gov,Indianapolis,IN,City,"Metropolitan Emergency Services Agency, Division of Public Safety Communications",not_found,,,2026-08-11
cityoflaportein.gov,La Porte,IN,City,City of La Porte,not_found,,,2026-08-11
greenfieldin.gov,Greenfield,IN,City,City of Greenfield,not_found,,,2026-08-11
vernontwpfirehc.gov,Fortville,IN,City,Vernon Township,not_found,,,2026-08-11
newwindsoril.gov,New Windsor,IL,City,Village of Windsor,not_found,,,2026-08-11
vernontwphc.gov,Fortville,IN,City,Vernon Township,not_found,,,2026-08-11
jasonvillein.gov,Jasonville,IN,City,City of Jasonville,not_found,,,2026-08-11
camptontownshipil.gov,SAINT CHARLES,IL,City,CAMPTON TOWNSHIP,not_found,,,2026-08-11
frankfort-in.gov,Frankfort,IN,City,City of Frankfort,not_found,,,2026-08-11
cityofwyomingil.gov,Wyoming,IL,City,City of Wyoming,not_found,,,2026-08-11
gibsoncentertwp-in.gov,Francisco,IN,City,"Center Township, Gibson County, Indiana",not_found,,,2026-08-11
westfieldin.gov,WESTFIELD,IN,City,City of Westfield,found,https://westfieldin.gov/Bids.aspx,civicplus,2026-08-11
andoverks.gov,Andover,KS,City,City of Andover,found,https://andoverks.gov/Bids.aspx,civicplus,2026-08-11
zionsville-in.gov,Zionsville,IN,City,Town of Zionsville,found,https://zionsville-in.gov/Bids.aspx,civicplus,2026-08-11
cedarlakein.gov,Cedar Lake,IN,City,Town of Cedar Lake,not_found,,,2026-08-11
bourbon-in.gov,Bourbon,IN,City,Town of Bourbon,not_found,,,2026-08-11
connersvillein.gov,Connersville,IN,City,City of Connersville,not_found,,,2026-08-11
townofhomecroftin.gov,Indianapolis,IN,City,Town of Homecroft,not_found,,,2026-08-11
argosin.gov,Argos,IN,City,Town of Argos,not_found,,,2026-08-11
monticelloin.gov,Monticello,IN,City,"The City of Monticello, Indiana",not_found,,,2026-08-11
perupdin.gov,Peru,IN,City,Peru Police Dept,not_found,,,2026-08-11
ligonier-in.gov,Ligonier,IN,City,City of Ligonier,not_found,,,2026-08-11
baxterspringsks.gov,BAXTER SPRINGS,KS,City,CITY OF BAXTER SPRINGS,found,https://baxterspringsks.gov/Bids.aspx,civicplus,2026-08-11
decaturillinois.gov,Decatur,IL,City,"City of Decatur, Illinois",not_found,,,2026-08-11
sugargroveil.gov,Sugar Grove,IL,City,Village of Sugar Grove,not_found,,,2026-08-11
plainfieldil.gov,Plainfield,IL,City,Village of Plainfield,not_found,,,2026-08-11
villageofgrandview.gov,Springfield,IL,City,Village of Grandview,not_found,,,2026-08-11
belaireks.gov,Bel Aire,KS,City,City of Bel Aire,found,https://belaireks.gov/Bids.aspx,civicplus,2026-08-11
sellersburg-in.gov,Sellersburg,IN,City,Town of Sellersburg,not_found,,,2026-08-11
townofpatoka.gov,Patoka,IN,City,"Town of Patoka, Indiana",not_found,,,2026-08-11
plymouthin.gov,Plymouth,IN,City,City of Plymouth,not_found,,,2026-08-11
southbendin.gov,South Bend,IN,City,City of South Bend,found,https://southbendin.gov/bids,agency,2026-08-11
eldoks.gov,El Dorado,KS,City,"City of El Dorado, KS",found,https://eldoks.gov/Bids.aspx,civicplus,2026-08-11
derbyks.gov,Derby,KS,City,City of Derby,found,https://derbyks.gov/Bids.aspx,civicplus,2026-08-11
jeffersontownshipwellsin.gov,Ossian,IN,City,Jefferson Township,not_found,,,2026-08-11
arkansascityks.gov,Arkansas City,KS,City,City of Arkansas City,found,https://arkansascityks.gov/Bids.aspx,civicplus,2026-08-11
cityofcolbyks.gov,Colby,KS,City,City of Colby,found,https://cityofcolbyks.gov/Bids.aspx,civicplus,2026-08-11
dunkirkin.gov,Dunkirk,IN,City,City of Dunkirk,not_found,,,2026-08-11
cityofeudoraks.gov,Eudora,KS,City,City of Eudora,found,https://cityofeudoraks.gov/Bids.aspx,civicplus,2026-08-11
indy.gov,Indianapolis,IN,City,City of Indianapolis - Marion County,not_found,,,2026-08-11
jeffersonvillepdin.gov,Jeffersonville,IN,City,Jeffersonville Police Department,not_found,,,2026-08-11
westfrankfort-il.gov,West Frankfort,IL,City,City of West Frankfort,not_found,,,2026-08-11
mentonein.gov,Mentone,IN,City,Town of Mentone,not_found,,,2026-08-11
rockville-in.gov,Rockville,IN,City,Town of Rockville Ind.,not_found,,,2026-08-11
westterrehautein.gov,West Terre Haute,IN,City,Town of West Terre Haute,not_found,,,2026-08-11
munster.gov,Munster,IN,City,School Town of Munster,not_found,,,2026-08-11
lilylakeil.gov,SAINT CHARLES,IL,City,Village of Lily Lake,not_found,,,2026-08-11
westvilleil.gov,Westville,IL,City,Village of Westville,not_found,,,2026-08-11
speedwayin.gov,Speedway,IN,City,Town of Speedway,not_found,,,2026-08-11
goddardks.gov,Goddard,KS,City,City of Goddard,found,https://goddardks.gov/Bids.aspx,civicplus,2026-08-11
townoftrafalgar.gov,Trafalgar,IN,City,Town of Trafalgar,not_found,,,2026-08-11
walkerton.gov,Walkerton,IN,City,Town of Walkerton,not_found,,,2026-08-11
emporia-kansas.gov,Emporia,KS,City,City Of Emporia,found,https://emporia-kansas.gov/Bids.aspx,civicplus,2026-08-11
emporiaks.gov,Emporia,KS,City,City of Emporia,found,https://emporiaks.gov/Bids.aspx,civicplus,2026-08-11
stilesvillepolice.gov,Stilesville,IN,City,Stilesville Police Department,not_found,,,2026-08-11
richmondindiana.gov,Richmond,IN,City,City of Richmond,not_found,,,2026-08-11
knoxvillepdil.gov,KNOXVILLE,IL,City,KNOXVILLE POLICE DEPARTMENT,not_found,,,2026-08-11
valparaisoin.gov,Valparaiso,IN,City,City Of Valparaiso,not_found,,,2026-08-11
